Match_id,Team 1,Team 2,Winners_inng,Venue,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2,Year
280,Pakistan,New Zealand,2,Multan,"Dec 7, 1984",Pakistan,Pakistan,Home,Away,Second,First,1984
281,India,England,1,Cuttack,"Dec 27, 1984",England,India,Home,Away,Second,First,1984
282,Australia,West Indies,2,Melbourne,"Jan 6, 1985",West Indies,Australia,Home,Away,First,Second,1985
283,Australia,Sri Lanka,2,Sydney,"Jan 8, 1985",Australia,Australia,Home,Away,Second,First,1985
284,Sri Lanka,West Indies,2,Hobart,"Jan 10, 1985",West Indies,Australia,Neutral,Neutral,First,Second,1985
285,New Zealand,Pakistan,1,Napier,"Jan 12, 1985",New Zealand,New Zealand,Home,Away,First,Second,1985
286,Sri Lanka,West Indies,1,Brisbane,"Jan 12, 1985",West Indies,Australia,Neutral,Neutral,Second,First,1985
287,Australia,West Indies,2,Brisbane,"Jan 13, 1985",West Indies,Australia,Home,Away,First,Second,1985
288,New Zealand,Pakistan,2,Hamilton,"Jan 15, 1985",New Zealand,New Zealand,Home,Away,Second,First,1985
289,Australia,West Indies,2,Sydney,"Jan 15, 1985",West Indies,Australia,Home,Away,First,Second,1985
290,Sri Lanka,West Indies,1,Sydney,"Jan 17, 1985",West Indies,Australia,Neutral,Neutral,Second,First,1985
291,Australia,Sri Lanka,2,Melbourne,"Jan 19, 1985",Sri Lanka,Australia,Home,Away,First,Second,1985
292,Australia,West Indies,1,Melbourne,"Jan 20, 1985",West Indies,Australia,Home,Away,Second,First,1985
293,India,England,2,Bengaluru,"Jan 20, 1985",England,India,Home,Away,First,Second,1985
294,Australia,Sri Lanka,2,Sydney,"Jan 23, 1985",Australia,Australia,Home,Away,Second,First,1985
295,India,England,2,Nagpur,"Jan 23, 1985",India,India,Home,Away,Second,First,1985
296,Sri Lanka,West Indies,2,Adelaide,"Jan 26, 1985",West Indies,Australia,Neutral,Neutral,First,Second,1985
297,Australia,West Indies,2,Adelaide,"Jan 27, 1985",West Indies,Australia,Home,Away,First,Second,1985
298,India,England,1,Chandigarh,"Jan 27, 1985",England,India,Home,Away,Second,First,1985
299,Australia,Sri Lanka,1,Adelaide,"Jan 28, 1985",Australia,Australia,Home,Away,First,Second,1985
300,Sri Lanka,West Indies,1,Perth,"Feb 2, 1985",West Indies,Australia,Neutral,Neutral,Second,First,1985
301,Australia,Sri Lanka,2,Perth,"Feb 3, 1985",Australia,Australia,Home,Away,Second,First,1985
302,New Zealand,Pakistan,1,Christchurch,"Feb 6, 1985",New Zealand,New Zealand,Home,Away,First,Second,1985
303,Australia,West Indies,1,Sydney,"Feb 6, 1985",Australia,Australia,Home,Away,First,Second,1985
304,Australia,West Indies,2,Melbourne,"Feb 10, 1985",West Indies,Australia,Home,Away,First,Second,1985
305,Australia,West Indies,2,Sydney,"Feb 12, 1985",West Indies,Australia,Home,Away,First,Second,1985
307,Australia,England,2,Melbourne,"Feb 17, 1985",Australia,Australia,Home,Away,Second,First,1985
309,India,Pakistan,2,Melbourne,"Feb 20, 1985",India,Australia,Neutral,Neutral,Second,First,1985
310,New Zealand,Sri Lanka,1,Melbourne,"Feb 23, 1985",New Zealand,Australia,Neutral,Neutral,First,Second,1985
311,Australia,Pakistan,1,Melbourne,"Feb 24, 1985",Pakistan,Australia,Home,Away,Second,First,1985
312,England,India,1,Sydney,"Feb 26, 1985",India,Australia,Neutral,Neutral,Second,First,1985
313,Sri Lanka,West Indies,2,Melbourne,"Feb 27, 1985",West Indies,Australia,Neutral,Neutral,First,Second,1985
314,England,Pakistan,1,Melbourne,"Mar 2, 1985",Pakistan,Australia,Neutral,Neutral,Second,First,1985
315,Australia,India,2,Melbourne,"Mar 3, 1985",India,Australia,Home,Away,First,Second,1985
316,India,New Zealand,2,Sydney,"Mar 5, 1985",India,Australia,Neutral,Neutral,Second,First,1985
317,Pakistan,West Indies,2,Melbourne,"Mar 6, 1985",Pakistan,Australia,Neutral,Neutral,Second,First,1985
318,New Zealand,West Indies,2,Sydney,"Mar 9, 1985",West Indies,Australia,Neutral,Neutral,First,Second,1985
319,India,Pakistan,2,Melbourne,"Mar 10, 1985",India,Australia,Neutral,Neutral,Second,First,1985
320,West Indies,New Zealand,1,St John's,"Mar 20, 1985",West Indies,West Indies,Home,Away,First,Second,1985
321,India,Pakistan,1,Sharjah,"Mar 22, 1985",India,U.A.E.,Neutral,Neutral,First,Second,1985
322,Australia,England,2,Sharjah,"Mar 24, 1985",Australia,U.A.E.,Neutral,Neutral,Second,First,1985
323,England,Pakistan,1,Sharjah,"Mar 26, 1985",Pakistan,U.A.E.,Neutral,Neutral,Second,First,1985
324,West Indies,New Zealand,2,Port of Spain,"Mar 27, 1985",West Indies,West Indies,Home,Away,Second,First,1985
325,Australia,India,2,Sharjah,"Mar 29, 1985",India,U.A.E.,Neutral,Neutral,First,Second,1985
326,West Indies,New Zealand,1,Albion,"Apr 14, 1985",West Indies,West Indies,Home,Away,First,Second,1985
327,West Indies,New Zealand,2,Port of Spain,"Apr 17, 1985",West Indies,West Indies,Home,Away,Second,First,1985
328,West Indies,New Zealand,1,Bridgetown,"Apr 23, 1985",West Indies,West Indies,Home,Away,First,Second,1985
329,England,Australia,2,Manchester,"May 30, 1985",Australia,England,Home,Away,First,Second,1985
330,England,Australia,2,Birmingham,"Jun 1, 1985",Australia,England,Home,Away,First,Second,1985
331,England,Australia,2,Lord's,"Jun 3, 1985",England,England,Home,Away,Second,First,1985
332,Sri Lanka,India,2,Colombo,"Aug 25, 1985",India,Sri Lanka,Home,Away,First,Second,1985
333,Sri Lanka,India,1,Colombo,"Sep 21, 1985",Sri Lanka,Sri Lanka,Home,Away,First,Second,1985
335,Pakistan,Sri Lanka,2,Peshawar,"Oct 13, 1985",Pakistan,Pakistan,Home,Away,Second,First,1985
336,Pakistan,Sri Lanka,1,Gujranwala,"Oct 23, 1985",Pakistan,Pakistan,Home,Away,First,Second,1985
337,Pakistan,Sri Lanka,2,Lahore,"Oct 25, 1985",Pakistan,Pakistan,Home,Away,Second,First,1985
338,Pakistan,Sri Lanka,1,Hyderabad,"Nov 3, 1985",Pakistan,India,Neutral,Neutral,First,Second,1985
339,Pakistan,West Indies,2,Sharjah,"Nov 15, 1985",West Indies,U.A.E.,Neutral,Neutral,First,Second,1985
340,India,Pakistan,1,Sharjah,"Nov 17, 1985",Pakistan,U.A.E.,Neutral,Neutral,Second,First,1985
341,India,West Indies,2,Sharjah,"Nov 22, 1985",West Indies,U.A.E.,Neutral,Neutral,First,Second,1985
342,Pakistan,West Indies,2,Gujranwala,"Nov 27, 1985",West Indies,Pakistan,Home,Away,First,Second,1985
343,Pakistan,West Indies,2,Lahore,"Nov 29, 1985",Pakistan,Pakistan,Home,Away,Second,First,1985
344,Pakistan,West Indies,1,Peshawar,"Dec 2, 1985",West Indies,Pakistan,Home,Away,Second,First,1985
345,Pakistan,West Indies,2,Rawalpindi,"Dec 4, 1985",Pakistan,Pakistan,Home,Away,Second,First,1985
346,Pakistan,West Indies,2,Karachi,"Dec 6, 1985",West Indies,Pakistan,Home,Away,First,Second,1985
348,India,New Zealand,2,Brisbane,"Jan 11, 1986",India,Australia,Neutral,Neutral,Second,First,1986
349,Australia,India,2,Brisbane,"Jan 12, 1986",Australia,Australia,Home,Away,Second,First,1986
350,Australia,New Zealand,2,Sydney,"Jan 14, 1986",Australia,Australia,Home,Away,Second,First,1986
351,Australia,India,2,Melbourne,"Jan 16, 1986",India,Australia,Home,Away,First,Second,1986
352,India,New Zealand,2,Perth,"Jan 18, 1986",New Zealand,Australia,Neutral,Neutral,First,Second,1986
353,Australia,New Zealand,2,Perth,"Jan 19, 1986",Australia,Australia,Home,Away,Second,First,1986
354,Australia,India,1,Sydney,"Jan 21, 1986",Australia,Australia,Home,Away,First,Second,1986
355,India,New Zealand,2,Melbourne,"Jan 23, 1986",New Zealand,Australia,Neutral,Neutral,First,Second,1986
356,India,New Zealand,2,Adelaide,"Jan 25, 1986",India,Australia,Neutral,Neutral,Second,First,1986
357,Australia,India,1,Adelaide,"Jan 26, 1986",Australia,Australia,Home,Away,First,Second,1986
358,Australia,New Zealand,1,Adelaide,"Jan 27, 1986",New Zealand,Australia,Home,Away,Second,First,1986
359,Australia,New Zealand,1,Sydney,"Jan 29, 1986",Australia,Australia,Home,Away,First,Second,1986
360,Australia,India,2,Melbourne,"Jan 31, 1986",India,Australia,Home,Away,First,Second,1986
361,India,New Zealand,1,Launceston,"Feb 2, 1986",India,Australia,Neutral,Neutral,First,Second,1986
362,Australia,India,1,Sydney,"Feb 5, 1986",Australia,Australia,Home,Away,First,Second,1986
363,Australia,India,2,Melbourne,"Feb 9, 1986",Australia,Australia,Home,Away,Second,First,1986
364,West Indies,England,2,Kingston,"Feb 18, 1986",West Indies,West Indies,Home,Away,Second,First,1986
365,Sri Lanka,Pakistan,2,Kandy,"Mar 2, 1986",Pakistan,Sri Lanka,Home,Away,First,Second,1986
366,West Indies,England,2,Port of Spain,"Mar 4, 1986",England,West Indies,Home,Away,First,Second,1986
368,Sri Lanka,Pakistan,2,Colombo,"Mar 11, 1986",Pakistan,Sri Lanka,Home,Away,First,Second,1986
369,New Zealand,Australia,1,Dunedin,"Mar 19, 1986",New Zealand,New Zealand,Home,Away,First,Second,1986
370,West Indies,England,1,Bridgetown,"Mar 19, 1986",West Indies,West Indies,Home,Away,First,Second,1986
371,New Zealand,Australia,1,Christchurch,"Mar 22, 1986",New Zealand,New Zealand,Home,Away,First,Second,1986
372,New Zealand,Australia,2,Wellington,"Mar 26, 1986",Australia,New Zealand,Home,Away,First,Second,1986
373,New Zealand,Australia,1,Auckland,"Mar 29, 1986",Australia,New Zealand,Home,Away,Second,First,1986
374,Sri Lanka,Pakistan,1,Colombo,"Mar 30, 1986",Pakistan,Sri Lanka,Home,Away,Second,First,1986
375,Bangladesh,Pakistan,2,Moratuwa,"Mar 31, 1986",Pakistan,Sri Lanka,Neutral,Neutral,First,Second,1986
376,West Indies,England,2,Port of Spain,"Mar 31, 1986",West Indies,West Indies,Home,Away,Second,First,1986
377,Sri Lanka,Bangladesh,2,Kandy,"Apr 2, 1986",Sri Lanka,Sri Lanka,Home,Away,Second,First,1986
378,Sri Lanka,New Zealand,2,Colombo,"Apr 5, 1986",New Zealand,Sri Lanka,Home,Away,First,Second,1986
379,Sri Lanka,Pakistan,2,Colombo,"Apr 6, 1986",Sri Lanka,Sri Lanka,Home,Away,Second,First,1986
380,New Zealand,Pakistan,2,Colombo,"Apr 7, 1986",Pakistan,Sri Lanka,Neutral,Neutral,First,Second,1986
381,India,New Zealand,2,Sharjah,"Apr 10, 1986",India,U.A.E.,Neutral,Neutral,Second,First,1986
382,Australia,Pakistan,2,Sharjah,"Apr 11, 1986",Pakistan,U.A.E.,Neutral,Neutral,First,Second,1986
383,India,Sri Lanka,2,Sharjah,"Apr 13, 1986",India,U.A.E.,Neutral,Neutral,Second,First,1986
384,New Zealand,Pakistan,2,Sharjah,"Apr 15, 1986",Pakistan,U.A.E.,Neutral,Neutral,First,Second,1986
385,India,Pakistan,2,Sharjah,"Apr 18, 1986",Pakistan,U.A.E.,Neutral,Neutral,First,Second,1986
386,England,India,2,The Oval,"May 24, 1986",India,England,Home,Away,First,Second,1986
387,England,India,2,Manchester,"May 26, 1986",England,England,Home,Away,Second,First,1986
388,England,New Zealand,1,Leeds,"Jul 16, 1986",New Zealand,England,Home,Away,Second,First,1986
389,England,New Zealand,2,Manchester,"Jul 18, 1986",England,England,Home,Away,Second,First,1986
390,India,Australia,2,Jaipur,"Sep 7, 1986",India,India,Home,Away,Second,First,1986
391,India,Australia,2,Srinagar,"Sep 9, 1986",Australia,India,Home,Away,First,Second,1986
393,India,Australia,2,Delhi,"Oct 2, 1986",India,India,Home,Away,Second,First,1986
394,India,Australia,1,Ahmedabad,"Oct 5, 1986",India,India,Home,Away,First,Second,1986
395,India,Australia,2,Rajkot,"Oct 7, 1986",Australia,India,Home,Away,First,Second,1986
396,Pakistan,West Indies,2,Peshawar,"Oct 17, 1986",West Indies,Pakistan,Home,Away,First,Second,1986
397,Pakistan,West Indies,1,Gujranwala,"Nov 4, 1986",West Indies,Pakistan,Home,Away,Second,First,1986
398,Pakistan,West Indies,2,Sialkot,"Nov 14, 1986",West Indies,Pakistan,Home,Away,First,Second,1986
399,Pakistan,West Indies,1,Multan,"Nov 17, 1986",West Indies,Pakistan,Home,Away,Second,First,1986
400,Pakistan,West Indies,1,Hyderabad,"Nov 18, 1986",Pakistan,India,Neutral,Neutral,First,Second,1986
401,India,Sri Lanka,2,Sharjah,"Nov 27, 1986",India,U.A.E.,Neutral,Neutral,Second,First,1986
402,Pakistan,West Indies,2,Sharjah,"Nov 28, 1986",West Indies,U.A.E.,Neutral,Neutral,First,Second,1986
403,India,West Indies,1,Sharjah,"Nov 30, 1986",West Indies,U.A.E.,Neutral,Neutral,Second,First,1986
404,Pakistan,Sri Lanka,2,Sharjah,"Dec 2, 1986",Pakistan,U.A.E.,Neutral,Neutral,Second,First,1986
405,Sri Lanka,West Indies,1,Sharjah,"Dec 3, 1986",West Indies,U.A.E.,Neutral,Neutral,Second,First,1986
406,India,Pakistan,2,Sharjah,"Dec 5, 1986",Pakistan,U.A.E.,Neutral,Neutral,First,Second,1986
407,India,Sri Lanka,1,Kanpur,"Dec 24, 1986",Sri Lanka,India,Home,Away,Second,First,1986
408,Pakistan,West Indies,1,Perth,"Dec 30, 1986",Pakistan,Australia,Neutral,Neutral,First,Second,1986
409,Australia,England,1,Perth,"Jan 1, 1987",England,Australia,Home,Away,Second,First,1987
410,Australia,Pakistan,2,Perth,"Jan 2, 1987",Pakistan,Australia,Home,Away,First,Second,1987
411,England,West Indies,1,Perth,"Jan 3, 1987",England,Australia,Neutral,Neutral,First,Second,1987
412,Australia,West Indies,1,Perth,"Jan 4, 1987",West Indies,Australia,Home,Away,Second,First,1987
413,England,Pakistan,2,Perth,"Jan 5, 1987",England,Australia,Neutral,Neutral,Second,First,1987
414,England,Pakistan,2,Perth,"Jan 7, 1987",England,Australia,Neutral,Neutral,Second,First,1987
415,India,Sri Lanka,2,Guwahati,"Jan 11, 1987",India,India,Home,Away,Second,First,1987
416,India,Sri Lanka,2,Delhi,"Jan 13, 1987",India,India,Home,Away,Second,First,1987
417,India,Sri Lanka,1,Vadodara,"Jan 15, 1987",India,India,Home,Away,First,Second,1987
418,England,West Indies,2,Brisbane,"Jan 17, 1987",England,Australia,Neutral,Neutral,Second,First,1987
419,India,Sri Lanka,1,Mumbai,"Jan 17, 1987",India,India,Home,Away,First,Second,1987
420,Australia,England,1,Brisbane,"Jan 18, 1987",Australia,Australia,Home,Away,First,Second,1987
421,Australia,West Indies,2,Melbourne,"Jan 20, 1987",West Indies,Australia,Home,Away,First,Second,1987
422,Australia,England,2,Sydney,"Jan 22, 1987",England,Australia,Home,Away,First,Second,1987
423,England,West Indies,1,Adelaide,"Jan 24, 1987",England,Australia,Neutral,Neutral,First,Second,1987
424,Australia,West Indies,1,Adelaide,"Jan 25, 1987",West Indies,Australia,Home,Away,Second,First,1987
425,Australia,England,1,Adelaide,"Jan 26, 1987",Australia,Australia,Home,Away,First,Second,1987
426,India,Pakistan,2,Indore,"Jan 27, 1987",Pakistan,India,Home,Away,First,Second,1987
427,Australia,West Indies,1,Sydney,"Jan 28, 1987",Australia,Australia,Home,Away,First,Second,1987
428,England,West Indies,2,Melbourne,"Jan 30, 1987",West Indies,Australia,Neutral,Neutral,First,Second,1987
429,Australia,England,1,Melbourne,"Feb 1, 1987",Australia,Australia,Home,Away,First,Second,1987
430,England,West Indies,1,Devonport,"Feb 3, 1987",England,Australia,Neutral,Neutral,First,Second,1987
431,Australia,West Indies,2,Sydney,"Feb 6, 1987",Australia,Australia,Home,Away,Second,First,1987
432,Australia,England,2,Melbourne,"Feb 8, 1987",England,Australia,Home,Away,First,Second,1987
433,Australia,England,1,Sydney,"Feb 11, 1987",England,Australia,Home,Away,Second,First,1987
434,India,Pakistan,2,Kolkata,"Feb 18, 1987",Pakistan,India,Home,Away,First,Second,1987
435,New Zealand,West Indies,1,Dunedin,"Mar 18, 1987",West Indies,New Zealand,Home,Away,Second,First,1987
437,New Zealand,West Indies,2,Auckland,"Mar 21, 1987",West Indies,New Zealand,Home,Away,First,Second,1987
438,India,Pakistan,2,Pune,"Mar 22, 1987",Pakistan,India,Home,Away,First,Second,1987
439,India,Pakistan,1,Nagpur,"Mar 24, 1987",Pakistan,India,Home,Away,Second,First,1987
440,India,Pakistan,2,Jamshedpur,"Mar 26, 1987",Pakistan,India,Home,Away,First,Second,1987
441,New Zealand,West Indies,2,Christchurch,"Mar 28, 1987",West Indies,New Zealand,Home,Away,First,Second,1987
442,England,India,2,Sharjah,"Apr 2, 1987",India,U.A.E.,Neutral,Neutral,First,Second,1987
443,Australia,Pakistan,2,Sharjah,"Apr 3, 1987",Pakistan,U.A.E.,Neutral,Neutral,First,Second,1987
444,Australia,India,2,Sharjah,"Apr 5, 1987",India,U.A.E.,Neutral,Neutral,First,Second,1987
445,England,Pakistan,2,Sharjah,"Apr 7, 1987",England,U.A.E.,Neutral,Neutral,Second,First,1987
446,Australia,England,1,Sharjah,"Apr 9, 1987",England,U.A.E.,Neutral,Neutral,Second,First,1987
447,India,Pakistan,2,Sharjah,"Apr 10, 1987",Pakistan,U.A.E.,Neutral,Neutral,First,Second,1987
448,England,Pakistan,2,The Oval,"May 21, 1987",England,England,Home,Away,Second,First,1987
449,England,Pakistan,2,Nottingham,"May 23, 1987",Pakistan,England,Home,Away,First,Second,1987
450,England,Pakistan,2,Birmingham,"May 25, 1987",England,England,Home,Away,Second,First,1987
451,Pakistan,Sri Lanka,1,Hyderabad,"Oct 8, 1987",Pakistan,India,Neutral,Neutral,First,Second,1987
453,India,Australia,1,Chennai,"Oct 9, 1987",Australia,India,Home,Away,Second,First,1987
452,England,West Indies,2,Gujranwala,"Oct 9, 1987",England,Pakistan,Neutral,Neutral,Second,First,1987
454,New Zealand,Zimbabwe,1,Hyderabad,"Oct 10, 1987",New Zealand,India,Neutral,Neutral,First,Second,1987
455,Pakistan,England,1,Rawalpindi,"Oct 12-13, 1987",Pakistan,Pakistan,Home,Away,First,Second,1987
456,Australia,Zimbabwe,1,Chennai,"Oct 13, 1987",Australia,India,Neutral,Neutral,First,Second,1987
457,Sri Lanka,West Indies,1,Karachi,"Oct 13, 1987",West Indies,Pakistan,Neutral,Neutral,Second,First,1987
458,India,New Zealand,1,Bengaluru,"Oct 14, 1987",India,India,Home,Away,First,Second,1987
459,Pakistan,West Indies,2,Lahore,"Oct 16, 1987",Pakistan,Pakistan,Home,Away,Second,First,1987
461,India,Zimbabwe,2,Mumbai,"Oct 17, 1987",India,India,Home,Away,Second,First,1987
460,England,Sri Lanka,1,Peshawar,"Oct 17, 1987",England,Pakistan,Neutral,Neutral,First,Second,1987
462,Australia,New Zealand,1,Indore,"Oct 18-19, 1987",Australia,India,Neutral,Neutral,First,Second,1987
463,Pakistan,England,2,Karachi,"Oct 20, 1987",Pakistan,Pakistan,Home,Away,Second,First,1987
464,Sri Lanka,West Indies,1,Kanpur,"Oct 21, 1987",West Indies,India,Neutral,Neutral,Second,First,1987
465,India,Australia,1,Delhi,"Oct 22, 1987",India,India,Home,Away,First,Second,1987
466,New Zealand,Zimbabwe,2,Kolkata,"Oct 23, 1987",New Zealand,India,Neutral,Neutral,Second,First,1987
467,Pakistan,Sri Lanka,1,Faisalabad,"Oct 25, 1987",Pakistan,Pakistan,Home,Away,First,Second,1987
468,England,West Indies,1,Jaipur,"Oct 26, 1987",England,India,Neutral,Neutral,First,Second,1987
469,India,Zimbabwe,2,Ahmedabad,"Oct 26, 1987",India,India,Home,Away,Second,First,1987
470,Australia,New Zealand,1,Chandigarh,"Oct 27, 1987",Australia,India,Neutral,Neutral,First,Second,1987
471,Australia,Zimbabwe,1,Cuttack,"Oct 30, 1987",Australia,India,Neutral,Neutral,First,Second,1987
472,England,Sri Lanka,2,Pune,"Oct 30, 1987",England,India,Neutral,Neutral,Second,First,1987
473,Pakistan,West Indies,1,Karachi,"Oct 30, 1987",West Indies,Pakistan,Home,Away,Second,First,1987
474,India,New Zealand,2,Nagpur,"Oct 31, 1987",India,India,Home,Away,Second,First,1987
475,Pakistan,Australia,1,Lahore,"Nov 4, 1987",Australia,Pakistan,Home,Away,Second,First,1987
476,India,England,1,Mumbai,"Nov 5, 1987",England,India,Home,Away,Second,First,1987
477,Australia,England,1,Kolkata,"Nov 8, 1987",Australia,India,Neutral,Neutral,First,Second,1987
478,Pakistan,England,2,Lahore,"Nov 18, 1987",England,Pakistan,Home,Away,First,Second,1987
479,Pakistan,England,1,Karachi,"Nov 20, 1987",England,Pakistan,Home,Away,Second,First,1987
